mean,std
0.34947994,0.6289239
0.35219467,0.61273164
0.351329,0.6275096
0.34060246,0.6197
0.36101738,0.6205597
0.3587371,0.6232725
0.36769503,0.64880186
0.3563486,0.62449557
0.35165825,0.619912
0.36191708,0.6447683
0.35017505,0.61385816
0.3487366,0.64982
0.3552822,0.62936395
0.35417107,0.64035076
0.35413477,0.65293527
0.35280755,0.622244
0.36300588,0.6427626
0.3562873,0.6255392
0.34939146,0.62542117
0.34536067,0.6403376
0.34391445,0.6146505
0.34994507,0.6424934
0.34956008,0.65108126
0.34430018,0.6387213
0.3554563,0.6229784
0.34261373,0.6376006
0.34683135,0.62251383
0.35287842,0.62751335
0.35265267,0.62172127
